Level	NameEN	NameKK	NameRU	Number
2	Садовый с.о.	Садовый с.о.	Садовый с.о.	355675000
2	с.о.Сункар	с.о.Сункар	с.о.Сункар	355677000
2	Тельманский с.о.	Тельманский с.о.	Тельманский с.о.	355679000
2	Трудовой с.о.	Трудовой с.о.	Трудовой с.о.	355681000
2	Чапаевский с.о.	Чапаевский с.о.	Чапаевский с.о.	355685000
2	Шидертинский с.о.	Шидертинский с.о.	Шидертинский с.о.	355689000
3	Приозерск г.а.	Приозерск г.а.	Приозерск г.а.	352100000
13	Карсакпайская п.а.	Карсакпайская п.а.	Карсакпайская п.а.	356051000
2	Коргасынский с.о.	Коргасынский с.о.	Коргасынский с.о.	356053000
2	Коскольский с.о.	Коскольский с.о.	Коскольский с.о.	356055000
2	с.о.им.Мукана �?манжанова	с.о.им.Мукана �?манжанова	с.о.им.Мукана �?манжанова	356063000
2	Мыйбулакский с.о.	Мыйбулакский с.о.	Мыйбулакский с.о.	356065000
2	Каракенгирский с.о.	Каракенгирский с.о.	Каракенгирский с.о.	356071000
2	Сарысуский с.о.	Сарысуский с.о.	Сарысуский с.о.	356075000
2	Терсакканский с.о.	Терсакканский с.о.	Терсакканский с.о.	356079000
2	Улытауский с.о	Улытауский с.о	Улытауский с.о	356030000
13	Актасская п.а.	Актасская п.а.	Актасская п.а.	356031000
2	Алгабасский с.о.	Алгабасский с.о.	Алгабасский с.о.	356033000
2	Борсенгирский с.о.	Борсенгирский с.о.	Борсенгирский с.о.	356035000
2	Егиндинский с.о.	Егиндинский с.о.	Егиндинский с.о.	356039000
2	Жангильдинский с.о.	Жангильдинский с.о.	Жангильдинский с.о.	356041000
13	Жездинская п.а.	Жездинская п.а.	Жездинская п.а.	356043000
2	Амангельдинский с.о.	Амангельдинский с.о.	Амангельдинский с.о.	356049000
13	Акчатауская п.а.	Акчатауская п.а.	Акчатауская п.а.	356437000
2	Акчатауский с.о.	Акчатауский с.о.	Акчатауский с.о.	356438000
2	Акшокинский с.о.	Акшокинский с.о.	Акшокинский с.о.	356439000
2	Батыкский с.о.	Батыкский с.о.	Батыкский с.о.	356441000
2	Босагинский с.о.	Босагинский с.о.	Босагинский с.о.	356443000
2	Бурминский с.о.	Бурминский с.о.	Бурминский с.о.	356445000
13	Дарьинская п.а.	Дарьинская п.а.	Дарьинская п.а.	356447000
13	Жамбылская п.а.	Жамбылская п.а.	Жамбылская п.а.	356449000
3	Шахтинск г.а.	Шахтинск г.а.	Шахтинск г.а.	352800000
13	Долинская п.а.	Долинская п.а.	Долинская п.а.	352835000
13	Hоводолинская п.а.	Hоводолинская п.а.	Hоводолинская п.а.	352839000
13	Шаханская п.а.	Шаханская п.а.	Шаханская п.а.	352845000
2	Аксу-Аюлинский с.о.	Аксу-Аюлинский с.о.	Аксу-Аюлинский с.о.	356430000
13	Агадырьская п.а.	Агадырьская п.а.	Агадырьская п.а.	356431000
13	Акжалская п.а.	Акжалская п.а.	Акжалская п.а.	356435000
2	Hураталдинский с.о.	Hураталдинский с.о.	Hураталдинский с.о.	356473000
2	Ортауский с.о.	Ортауский с.о.	Ортауский с.о.	356475000
2	Успенский с.о.	Успенский с.о.	Успенский с.о.	356477000
2	Акойский с.о.	Акойский с.о.	Акойский с.о.	356479000
2	Кийктинский с.о.	Кийктинский с.о.	Кийктинский с.о.	356481000
2	Тагылинский с.о.	Тагылинский с.о.	Тагылинский с.о.	356483000
2	Шетский с.о.	Шетский с.о.	Шетский с.о.	356487000
2	Убаганский с.о.	Убаганский с.о.	Убаганский с.о.	393230000
13	С.Сейфуллинская п.а.	С.Сейфуллинская п.а.	С.Сейфуллинская п.а.	356451000
2	Кеншокинский с.о.	Кеншокинский с.о.	Кеншокинский с.о.	356455000
2	Талдинский с.о.	Талдинский с.о.	Талдинский с.о.	356459000
2	Коктенкольский с.о.	Коктенкольский с.о.	Коктенкольский с.о.	356461000
2	Нижнекайрактинский с.о.	Нижнекайрактинский с.о.	Нижнекайрактинский с.о.	356463000
2	Краснополянский с.о.	Краснополянский с.о.	Краснополянский с.о.	356467000
2	с.о. Карима Мынбаева	с.о. Карима Мынбаева	с.о. Карима Мынбаева	356469000
13	Мойынтынская п.а.	Мойынтынская п.а.	Мойынтынская п.а.	356471000
2	Свердловский с.о.	Свердловский с.о.	Свердловский с.о.	393255000
2	Щербаковский с.о.	Щербаковский с.о.	Щербаковский с.о.	393259000
2	Амангельдинский с.о.	Амангельдинский с.о.	Амангельдинский с.о.	393430000
2	Аксайский с.о.	Аксайский с.о.	Аксайский с.о.	393433000
2	Амантогайский с.о.	Амантогайский с.о.	Амантогайский с.о.	393437000
2	Байгабылский с.о.	Байгабылский с.о.	Байгабылский с.о.	393443000
2	Кабыргинский с.о.	Кабыргинский с.о.	Кабыргинский с.о.	393453000
2	Карынсалдинский с.о.	Карынсалдинский с.о.	Карынсалдинский с.о.	393457000
2	Большечураковский с.о.	Большечураковский с.о.	Большечураковский с.о.	393235000
2	Димитровский с.о.	Димитровский с.о.	Димитровский с.о.	393237000
2	Докучаевский с.о.	Докучаевский с.о.	Докучаевский с.о.	393239000
2	с.о.Красный Кордон	с.о.Красный Кордон	с.о.Красный Кордон	393241000
2	с.о.им.�?льяса Омарова	с.о.им.�?льяса Омарова	с.о.им.�?льяса Омарова	393243000
2	Маяковский с.о.	Маяковский с.о.	Маяковский с.о.	393245000
2	Новоалексеевский  с.о.	Новоалексеевский  с.о.	Новоалексеевский  с.о.	393247000
2	Приозерный с.о.	Приозерный с.о.	Приозерный с.о.	393253000
2	Ашутастинский с.о.	Ашутастинский с.о.	Ашутастинский с.о.	391643000
2	Восточный с.о.	Восточный с.о.	Восточный с.о.	391645000
2	Екидинская с.а.	Екидинская с.а.	Екидинская с.а.	391646000
2	Жалгызталский с.о.	Жалгызталский с.о.	Жалгызталский с.о.	391647000
2	Жанакалинский с.о.	Жанакалинский с.о.	Жанакалинский с.о.	391648000
2	Коктауский с.о.	Коктауский с.о.	Коктауский с.о.	391649000
2	Кайындинский с.о.	Кайындинский с.о.	Кайындинский с.о.	391653000
2	Матросовский с.о.	Матросовский с.о.	Матросовский с.о.	391657000
2	Карасуский с.о.	Карасуский с.о.	Карасуский с.о.	393459000
2	Кумкешуский с.о.	Кумкешуский с.о.	Кумкешуский с.о.	393461000
2	Урпекский с.о.	Урпекский с.о.	Урпекский с.о.	393465000
2	Тастинский с.о.	Тастинский с.о.	Тастинский с.о.	393475000
2	Уштогайский с.о.	Уштогайский с.о.	Уштогайский с.о.	393477000
3	г.Аркалык	г.Аркалык	г.Аркалык	391610000
2	Аккошкарский с.о.	Аккошкарский с.о.	Аккошкарский с.о.	391635000
2	Ангарский с.о.	Ангарский с.о.	Ангарский с.о.	391639000
13	Кушмурун п.а.	Кушмурун п.а.	Кушмурун п.а.	393633000
2	Диевский с.о.	Диевский с.о.	Диевский с.о.	393635000
2	Казанбасский с.о.	Казанбасский с.о.	Казанбасский с.о.	393637000
2	Косагалский с.о.	Косагалский с.о.	Косагалский с.о.	393639000
2	Москалевский с.о.	Москалевский с.о.	Москалевский с.о.	393641000
2	Новонежинский с.о.	Новонежинский с.о.	Новонежинский с.о.	393643000
2	Новоселовский с.о.	Новоселовский с.о.	Новоселовский с.о.	393645000
2	Сулыкольский с.о.	Сулыкольский с.о.	Сулыкольский с.о.	393647000
2	Мирненский с.о.	Мирненский с.о.	Мирненский с.о.	391658000
2	Молодежный с.о.	Молодежный с.о.	Молодежный с.о.	391659000
2	c.а. Родина	c.а. Родина	c.а. Родина	391661000
2	Уштобинский с.о.	Уштобинский с.о.	Уштобинский с.о.	391663000
2	Фурмановский с.о.	Фурмановский с.о.	Фурмановский с.о.	391665000
2	Целинная с.а.	Целинная с.а.	Целинная с.а.	391667000
2	Аулиекольский с.о.	Аулиекольский с.о.	Аулиекольский с.о.	393630000
2	Аманкарагайский с.о.	Аманкарагайский с.о.	Аманкарагайский с.о.	393631000
2	Аятский с.о.	Аятский с.о.	Аятский с.о.	394037000
2	Зааятский с.о.	Зааятский с.о.	Зааятский с.о.	394039000
2	Комаровский с.о.	Комаровский с.о.	Комаровский с.о.	394043000
2	Красноармейский с.о.	Красноармейский с.о.	Красноармейский с.о.	394045000
2	Крымский с.о.	Крымский с.о.	Крымский с.о.	394047000
2	с.о.Перелески	с.о.Перелески	с.о.Перелески	394055000
2	Покровский с.о.	Покровский с.о.	Покровский с.о.	394057000
2	Приреченский с.о.	Приреченский с.о.	Приреченский с.о.	394059000
2	с.а.Тимофеевка	с.а.Тимофеевка	с.а.Тимофеевка	393649000
2	Черниговский с.о.	Черниговский с.о.	Черниговский с.о.	393651000
2	Первомайская с.а.	Первомайская с.а.	Первомайская с.а.	393653000
2	с.а.Коктал	с.а.Коктал	с.а.Коктал	393656000
2	с.о.им.Кабидолла Тургумбаев	с.о.им.Кабидолла Тургумбаев	с.о.им.Кабидолла Тургумбаев	393657000
2	Денисовский с.о.	Денисовский с.о.	Денисовский с.о.	394030000
2	Архангельский с.о.	Архангельский с.о.	Архангельский с.о.	394033000
2	Аршалинский с.о.	Аршалинский с.о.	Аршалинский с.о.	394035000
2	Аралбайская с.а.	Аралбайская с.а.	Аралбайская с.а.	394247000
2	Жаркольский с.о.	Жаркольский с.о.	Жаркольский с.о.	394249000
2	Каламкарасуский с.о.	Каламкарасуский с.о.	Каламкарасуский с.о.	394253000
2	Карасуская с.а.	Карасуская с.а.	Карасуская с.а.	394255000
2	Милысайский с.о.	Милысайский с.о.	Милысайский с.о.	394257000
2	Кызбельский с.о.	Кызбельский с.о.	Кызбельский с.о.	394259000
2	Сужарганская с.а.	Сужарганская с.а.	Сужарганская с.а.	394263000
2	Шилинский с.о.	Шилинский с.о.	Шилинский с.о.	394265000
2	Свердловский с.о.	Свердловский с.о.	Свердловский с.о.	394063000
2	Тельманский с.о.	Тельманский с.о.	Тельманский с.о.	394065000
2	Тобольский с.о.	Тобольский с.о.	Тобольский с.о.	394067000
2	Торгайский с.о.	Торгайский с.о.	Торгайский с.о.	394230000
2	Аккольская с.а.	Аккольская с.а.	Аккольская с.а.	394233000
2	Акшиганакский с.о.	Акшиганакский с.о.	Акшиганакский с.о.	394237000
2	Албарбогетский с.о.	Албарбогетский с.о.	Албарбогетский с.о.	394239000
2	Амангельдинский с.о.	Амангельдинский с.о.	Амангельдинский с.о.	394243000
2	Приречный с.о.	Приречный с.о.	Приречный с.о.	394452000
2	Тимирязевский с.о.	Тимирязевский с.о.	Тимирязевский с.о.	394453000
2	Степновский с.о.	Степновский с.о.	Степновский с.о.	394455000
2	Тохтаровский с.о.	Тохтаровский с.о.	Тохтаровский с.о.	394457000
2	Чайковская с.а.	Чайковская с.а.	Чайковская с.а.	394459000
2	Шевченковский с.о.	Шевченковский с.о.	Шевченковский с.о.	394463000
2	Ырсайский с.о.	Ырсайский с.о.	Ырсайский с.о.	394465000
2	Свердловский с.о.	Свердловский с.о.	Свердловский с.о.	394830000
1	г. Житикара	г. Житикара	г. Житикара	394420000
2	Пригородная с.а.	Пригородная с.а.	Пригородная с.а.	394431000
2	Аккаргинский с.о.	Аккаргинский с.о.	Аккаргинский с.о.	394433000
2	Большевистский с.о.	Большевистский с.о.	Большевистский с.о.	394435000
2	Волгоградский с.о.	Волгоградский с.о.	Волгоградский с.о.	394437000
2	Забеловский с.о.	Забеловский с.о.	Забеловский с.о.	394443000
2	Милютинский с.о.	Милютинский с.о.	Милютинский с.о.	394445000
2	Муктикольская с.а.	Муктикольская с.а.	Муктикольская с.а.	394447000
2	Аркинская с.а.	Аркинская с.а.	Аркинская с.а.	394851000
2	Карабатырский с.о.	Карабатырский с.о.	Карабатырский с.о.	394853000
2	Ливановский с.о.	Ливановский с.о.	Ливановский с.о.	394855000
2	Уркашская с.а.	Уркашская с.а.	Уркашская с.а.	394857000
2	Свободненская с.а.	Свободненская с.а.	Свободненская с.а.	394865000
2	Талдыкольский с.о.	Талдыкольский с.о.	Талдыкольский с.о.	394867000
13	Карабалыкская п.а.	Карабалыкская п.а.	Карабалыкская п.а.	395030000
2	Белоглинский с.о.	Белоглинский с.о.	Белоглинский с.о.	395033000
2	Алтынсаринская с.а.	Алтынсаринская с.а.	Алтынсаринская с.а.	394833000
2	Аралкольская с.а.	Аралкольская с.а.	Аралкольская с.а.	394835000
2	Бестобинская с.а.	Бестобинская с.а.	Бестобинская с.а.	394837000
2	Богдановская с.а.	Богдановская с.а.	Богдановская с.а.	394839000
2	Горьковская с.а.	Горьковская с.а.	Горьковская с.а.	394843000
2	Дружбинская с.а.	Дружбинская с.а.	Дружбинская с.а.	394845000
2	Жаилминский с.о.	Жаилминский с.о.	Жаилминский с.о.	394847000
2	Клочковский с.о.	Клочковский с.о.	Клочковский с.о.	394849000
2	Побединский с.о.	Побединский с.о.	Побединский с.о.	395055000
2	Славенский с.о.	Славенский с.о.	Славенский с.о.	395057000
2	Смирновский с.о.	Смирновский с.о.	Смирновский с.о.	395059000
2	Станционый с.о.	Станционый с.о.	Станционый с.о.	395063000
2	Тогузакский с.о.	Тогузакский с.о.	Тогузакский с.о.	395065000
2	Карасуский с.о.	Карасуский с.о.	Карасуский с.о.	395230000
2	Айдарлинский с.о.	Айдарлинский с.о.	Айдарлинский с.о.	395231000
2	Белорусская с.о.	Белорусская с.о.	Белорусская с.о.	395233000
2	Боскольский с.о.	Боскольский с.о.	Боскольский с.о.	395035000
2	Бурлинский с.о.	Бурлинский с.о.	Бурлинский с.о.	395037000
2	Есенкольский с.о.	Есенкольский с.о.	Есенкольский с.о.	395039000
2	Карабалыкский с.о.	Карабалыкский с.о.	Карабалыкский с.о.	395043000
2	Костанайский с.о.	Костанайский с.о.	Костанайский с.о.	395045000
2	Михайловский с.о.	Михайловский с.о.	Михайловский с.о.	395047000
2	Новотроицкий с.о.	Новотроицкий с.о.	Новотроицкий с.о.	395049000
2	Урнекский с.о.	Урнекский с.о.	Урнекский с.о.	395053000
2	Новоселовский с.о.	Новоселовский с.о.	Новоселовский с.о.	395263000
2	Жалгысканский с.о.	Жалгысканский с.о.	Жалгысканский с.о.	395265000
2	Октябрьский с.о.	Октябрьский с.о.	Октябрьский с.о.	395267000
2	Павловский с.о.	Павловский с.о.	Павловский с.о.	395269000
2	Ушаковский с.о.	Ушаковский с.о.	Ушаковский с.о.	395281000
2	Целинный с.о.	Целинный с.о.	Целинный с.о.	395283000
2	Челгашинский с.о.	Челгашинский с.о.	Челгашинский с.о.	395285000
2	Черняевский с.о.	Черняевский с.о.	Черняевский с.о.	395287000
2	Восточный  с.о.	Восточный  с.о.	Восточный  с.о.	395236000
2	с.а.Жамбыл	с.а.Жамбыл	с.а.Жамбыл	395241000
2	Железнодорожный с.о.	Железнодорожный с.о.	Железнодорожный с.о.	395243000
2	�?льичевский с.о.	�?льичевский с.о.	�?льичевский с.о.	395247000
2	Карамырзинский с.о.	Карамырзинский с.о.	Карамырзинский с.о.	395251000
2	Койбагарский с.о.	Койбагарский с.о.	Койбагарский с.о.	395253000
2	Люблинский с.о.	Люблинский с.о.	Люблинский с.о.	395255000
2	Новопавловский с.о.	Новопавловский с.о.	Новопавловский с.о.	395261000
2	Глазуновский с.о.	Глазуновский с.о.	Глазуновский с.о.	395443000
2	Ждановский с.о.	Ждановский с.о.	Ждановский с.о.	395445000
2	Майкольский с.о.	Майкольский с.о.	Майкольский с.о.	395447000
2	Московский с.о.	Московский с.о.	Московский с.о.	395449000
2	Мичуринский с.о.	Мичуринский с.о.	Мичуринский с.о.	395451000
2	Надеждинский с.о.	Надеждинский с.о.	Надеждинский с.о.	395453000
2	Озерный с.о.	Озерный с.о.	Озерный с.о.	395455000
2	Половниковская с.а.	Половниковская с.а.	Половниковская с.а.	395457000
13	Затобольская п.а.	Затобольская п.а.	Затобольская п.а.	395430000
2	Заречный с.о.	Заречный с.о.	Заречный с.о.	395431000
2	Александровский с.о.	Александровский с.о.	Александровский с.о.	395433000
2	Белозерский с.о.	Белозерский с.о.	Белозерский с.о.	395435000
2	Борис-Романовский с.о.	Борис-Романовский с.о.	Борис-Романовский с.о.	395437000
2	Владимировский с.о.	Владимировский с.о.	Владимировский с.о.	395439000
2	Воскресеновский с.о.	Воскресеновский с.о.	Воскресеновский с.о.	395441000
2	Алешинский с.о.	Алешинский с.о.	Алешинский с.о.	395633000
2	Борковский с.о.	Борковский с.о.	Борковский с.о.	395635000
2	Буденновский с.о.	Буденновский с.о.	Буденновский с.о.	395639000
2	Введенский с.о.	Введенский с.о.	Введенский с.о.	395643000
2	Каменскуральский с.о.	Каменскуральский с.о.	Каменскуральский с.о.	395645000
2	Краснопресненский с.о.	Краснопресненский с.о.	Краснопресненский с.о.	395647000
2	Каракогинский с.о.	Каракогинский с.о.	Каракогинский с.о.	395649000
2	Ломоносовский с.о.	Ломоносовский с.о.	Ломоносовский с.о.	395653000
2	Жамбылский с.о.	Жамбылский с.о.	Жамбылский с.о.	395459000
2	Садчиковский с.о.	Садчиковский с.о.	Садчиковский с.о.	395463000
2	Ульяновский с.о.	Ульяновский с.о.	Ульяновский с.о.	395467000
2	Шишкинский с.о.	Шишкинский с.о.	Шишкинский с.о.	395469000
3	г.Лисаковск	г.Лисаковск	г.Лисаковск	392010000
2	Красногорский с.о.	Красногорский с.о.	Красногорский с.о.	392033000
13	Октябрьская п.а.	Октябрьская п.а.	Октябрьская п.а.	392035000
2	Боровской с.о.	Боровской с.о.	Боровской с.о.	395630000
2	Кожинская с.а.	Кожинская с.а.	Кожинская с.а.	395847000
2	Улендинская с.а.	Улендинская с.а.	Улендинская с.а.	395849000
2	Раздольный с.о.	Раздольный с.о.	Раздольный с.о.	395851000
2	Шолаксайская с.а.	Шолаксайская с.а.	Шолаксайская с.а.	395857000
2	Шилинский с.о.	Шилинский с.о.	Шилинский с.о.	395859000
3	г.Рудный	г.Рудный	г.Рудный	392410000
13	Горняцкая п.а.	Горняцкая п.а.	Горняцкая п.а.	392433000
13	Качарская п.а.	Качарская п.а.	Качарская п.а.	392435000
2	Михайловский с.о.	Михайловский с.о.	Михайловский с.о.	395655000
2	Первомайский с.о.	Первомайский с.о.	Первомайский с.о.	395657000
2	Сосновский с.о.	Сосновский с.о.	Сосновский с.о.	395659000
2	Тенизовский с.о.	Тенизовский с.о.	Тенизовский с.о.	395663000
2	Карамендинский с.о.	Карамендинский с.о.	Карамендинский с.о.	395830000
2	Буревестнинская с.а.	Буревестнинская с.а.	Буревестнинская с.а.	395833000
2	Дамдинский с.о.	Дамдинский с.о.	Дамдинский с.о.	395837000
2	с.а. Маяк	с.а. Маяк	с.а. Маяк	396249000
2	Севастопольский с.о.	Севастопольский с.о.	Севастопольский с.о.	396253000
2	Сорочинский с.о.	Сорочинский с.о.	Сорочинский с.о.	396255000
2	Тагильский с.о.	Тагильский с.о.	Тагильский с.о.	396257000
2	Тимирязевский с.о.	Тимирязевский с.о.	Тимирязевский с.о.	396259000
2	Чеховский с.о.	Чеховский с.о.	Чеховский с.о.	396263000
2	Тарановский с.о.	Тарановский с.о.	Тарановский с.о.	396430000
2	Асенкритовский с.о.	Асенкритовский с.о.	Асенкритовский с.о.	396435000
13	Сарыкольская п.а.	Сарыкольская п.а.	Сарыкольская п.а.	396230000
2	Барвиновский с.о.	Барвиновский с.о.	Барвиновский с.о.	396233000
2	Веселоподольский с.о.	Веселоподольский с.о.	Веселоподольский с.о.	396235000
2	Златоустовский с.о.	Златоустовский с.о.	Златоустовский с.о.	396237000
2	Комсомольский с.о.	Комсомольский с.о.	Комсомольский с.о.	396239000
2	Краснознаменский с.о.	Краснознаменский с.о.	Краснознаменский с.о.	396243000
2	Ленинградский с.о.	Ленинградский с.о.	Ленинградский с.о.	396245000
2	Лесной с.о.	Лесной с.о.	Лесной с.о.	396247000
2	Павловский с.о.	Павловский с.о.	Павловский с.о.	396463000
13	Тобольская п.а.	Тобольская п.а.	Тобольская п.а.	396473000
2	Юбилейный с.о.	Юбилейный с.о.	Юбилейный с.о.	396475000
2	Узункольский с.о.	Узункольский с.о.	Узункольский с.о.	396630000
2	Бауманский с.о.	Бауманский с.о.	Бауманский с.о.	396633000
2	Ершовский с.о.	Ершовский с.о.	Ершовский с.о.	396635000
2	Карл Марксский с.о.	Карл Марксский с.о.	Карл Марксский с.о.	396637000
2	Киевский с.о.	Киевский с.о.	Киевский с.о.	396639000
2	Белинский с.о.	Белинский с.о.	Белинский с.о.	396439000
2	Евгеновская с.а.	Евгеновская с.а.	Евгеновская с.а.	396443000
2	Калининский с.о.	Калининский с.о.	Калининский с.о.	396445000
2	Приозерная с.а.	Приозерная с.а.	Приозерная с.а.	396447000
2	Кайранкольский с.о.	Кайранкольский с.о.	Кайранкольский с.о.	396451000
2	Майский с.о.	Майский с.о.	Майский с.о.	396453000
2	Набережный с.о.	Набережный с.о.	Набережный с.о.	396455000
2	Новоильинский с.о.	Новоильинский с.о.	Новоильинский с.о.	396459000
2	Троебратский с.о.	Троебратский с.о.	Троебратский с.о.	396659000
2	Федоровский с.о.	Федоровский с.о.	Федоровский с.о.	396663000
2	Чапаевский с.о.	Чапаевский с.о.	Чапаевский с.о.	396665000
2	Федоровский с.о.	Федоровский с.о.	Федоровский с.о.	396830000
2	Банновский с.о.	Банновский с.о.	Банновский с.о.	396835000
2	Вишневый с.о.	Вишневый с.о.	Вишневый с.о.	396837000
2	Воронежский с.о.	Воронежский с.о.	Воронежский с.о.	396839000
2	Камышинский с.о.	Камышинский с.о.	Камышинский с.о.	396845000
2	Кировский с.о.	Кировский с.о.	Кировский с.о.	396641000
2	с.а. Варваровка	с.а. Варваровка	с.а. Варваровка	396643000
2	Новопокровский с.о.	Новопокровский с.о.	Новопокровский с.о.	396647000
2	Петропавловский с.о.	Петропавловский с.о.	Петропавловский с.о.	396649000
2	Пресногорьковский с.о.	Пресногорьковский с.о.	Пресногорьковский с.о.	396651000
2	Российский с.о.	Российский с.о.	Российский с.о.	396653000
2	Ряжская с.а.	Ряжская с.а.	Ряжская с.а.	396655000
2	Суворовский с.о.	Суворовский с.о.	Суворовский с.о.	396657000
3	Аральская г.а.	Аральская г.а.	Аральская г.а.	433220000
2	Акирекский с.о.	Акирекский с.о.	Акирекский с.о.	433231000
2	Атаншинский с.о.	Атаншинский с.о.	Атаншинский с.о.	433232000
2	Аманоткельский с.о.	Аманоткельский с.о.	Аманоткельский с.о.	433233000
2	Аралкумский с.о.	Аралкумский с.о.	Аралкумский с.о.	433234000
2	Богенский с.о.	Богенский с.о.	Богенский с.о.	433235000
2	Жанакурылысский с.о.	Жанакурылысский с.о.	Жанакурылысский с.о.	433236000
2	Костряковский с.о.	Костряковский с.о.	Костряковский с.о.	396847000
2	Коржинкольский с.о.	Коржинкольский с.о.	Коржинкольский с.о.	396849000
2	Косаралский с.о.	Косаралский с.о.	Косаралский с.о.	396851000
2	Ленинский с.о.	Ленинский с.о.	Ленинский с.о.	396853000
2	Новошумная с.а.	Новошумная с.а.	Новошумная с.а.	396855000
2	Первомайский с.о.	Первомайский с.о.	Первомайский с.о.	396857000
2	Пешковский с.о.	Пешковский с.о.	Пешковский с.о.	396859000
2	Чандакский с.о.	Чандакский с.о.	Чандакский с.о.	396865000
2	Косаманский с.о.	Косаманский с.о.	Косаманский с.о.	433246000
2	Куландинский с.о.	Куландинский с.о.	Куландинский с.о.	433247000
2	Косжарский с.о.	Косжарский с.о.	Косжарский с.о.	433248000
2	Мергенсайский с.о.	Мергенсайский с.о.	Мергенсайский с.о.	433249000
2	Октябрьский с.о.	Октябрьский с.о.	Октябрьский с.о.	433253000
2	Раимский с.о.	Раимский с.о.	Раимский с.о.	433255000
2	Саздинский с.о.	Саздинский с.о.	Саздинский с.о.	433256000
2	Саксаульский с.о.	Саксаульский с.о.	Саксаульский с.о.	433257000
2	Жаксыкылышский с.о.	Жаксыкылышский с.о.	Жаксыкылышский с.о.	433237000
2	Бекбауылский с.о.	Бекбауылский с.о.	Бекбауылский с.о.	433238000
2	Камыстыбасский с.о.	Камыстыбасский с.о.	Камыстыбасский с.о.	433239000
2	Жинишкекумский с.о.	Жинишкекумский с.о.	Жинишкекумский с.о.	433241000
2	с.о. Жетес би	с.о. Жетес би	с.о. Жетес би	433242000
2	Каракумский с.о.	Каракумский с.о.	Каракумский с.о.	433243000
2	Беларанский с.о.	Беларанский с.о.	Беларанский с.о.	433244000
2	Каратеренский с.о.	Каратеренский с.о.	Каратеренский с.о.	433245000
2	им.Бухарбай батыра с.о.	им.Бухарбай батыра с.о.	им.Бухарбай батыра с.о.	433639000
2	Енбекский с.о.	Енбекский с.о.	Енбекский с.о.	433643000
2	Жанадарьинский с.о.	Жанадарьинский с.о.	Жанадарьинский с.о.	433644000
2	Каракеткенский с.о.	Каракеткенский с.о.	Каракеткенский с.о.	433645000
2	Жанаталапский с.о.	Жанаталапский с.о.	Жанаталапский с.о.	433646000
2	Макпалкольский с.о.	Макпалкольский с.о.	Макпалкольский с.о.	433647000
2	Мадениетский с.о.	Мадениетский с.о.	Мадениетский с.о.	433649000
2	с.о.Мырзабай ахуна	с.о.Мырзабай ахуна	с.о.Мырзабай ахуна	433651000
2	Сапакский с.о.	Сапакский с.о.	Сапакский с.о.	433259000
3	Байконыр Г.А.	Байконыр Г.А.	Байконыр Г.А.	431900000
1	г.Байконыр	г.Байконыр	г.Байконыр	431910000
2	Жалагашский с.о.	Жалагашский с.о.	Жалагашский с.о.	433630000
2	Аккумский с.о.	Аккумский с.о.	Аккумский с.о.	433633000
2	Аккырский с.о.	Аккырский с.о.	Аккырский с.о.	433635000
2	Аксуский с.о.	Аксуский с.о.	Аксуский с.о.	433636000
2	Аламесекский с.о.	Аламесекский с.о.	Аламесекский с.о.	433637000
2	Бесарыкский с.о.	Бесарыкский с.о.	Бесарыкский с.о.	434039000
2	Екпиндинский с.о.	Екпиндинский с.о.	Екпиндинский с.о.	434040000
2	Жайылминский с.о.	Жайылминский с.о.	Жайылминский с.о.	434041000
2	Жанарыкский с.о.	Жанарыкский с.о.	Жанарыкский с.о.	434042000
2	Кейденский с.о.	Кейденский с.о.	Кейденский с.о.	434043000
2	Келинтобинский с.о.	Келинтобинский с.о.	Келинтобинский с.о.	434045000
2	Коктобинский с.о.	Коктобинский с.о.	Коктобинский с.о.	434046000
2	Кандозский с.о.	Кандозский с.о.	Кандозский с.о.	434047000
2	Танский с.о.	Танский с.о.	Танский с.о.	433653000
2	Шаменова с.о	Шаменова с.о	Шаменова с.о	433655000
2	Жанакорганский с.о.	Жанакорганский с.о.	Жанакорганский с.о.	434030000
2	с.о.им.Машбека Налибаева	с.о.им.Машбека Налибаева	с.о.им.Машбека Налибаева	434031000
2	Аккорганский с.о.	Аккорганский с.о.	Аккорганский с.о.	434033000
2	Аккуикский с.о.	Аккуикский с.о.	Аккуикский с.о.	434035000
2	Байкенженский с.о.	Байкенженский с.о.	Байкенженский с.о.	434037000
2	Суттыкудыкский с.о.	Суттыкудыкский с.о.	Суттыкудыкский с.о.	434061000
2	Талапский с.о.	Талапский с.о.	Талапский с.о.	434062000
2	Томенарыкский с.о.	Томенарыкский с.о.	Томенарыкский с.о.	434063000
2	Шалкинский с.о.	Шалкинский с.о.	Шалкинский с.о.	434065000
2	Манапский с.о.	Манапский с.о.	Манапский с.о.	434067000
3	Казалинская г.а.	Казалинская г.а.	Казалинская г.а.	434423000
13	Айтеке би п.а.	Айтеке би п.а.	Айтеке би п.а.	434430000
2	Акжонский с.о.	Акжонский с.о.	Акжонский с.о.	434431000
2	Каратобинский с.о.	Каратобинский с.о.	Каратобинский с.о.	434049000
2	Кожамбердинский с.о.	Кожамбердинский с.о.	Кожамбердинский с.о.	434051000
2	Кожакентский с.о.	Кожакентский с.о.	Кожакентский с.о.	434053000
2	с.о. Косуйенки	с.о. Косуйенки	с.о. Косуйенки	434054000
